date_time,RC-095B,RC.LSC-127,RC.SC-012,RC.SC-031,RC.TG-145,RC.TG-167,RC.TG-167B,RC.TG-174,RC.TG.DC-144,RC.TG.DC-163,RC.TG.DC.JD-124,RC.TG.DC.JD-124B,RC.TG.DC.JD-125,RC.TG.RME-166B,RC.TG.RME-176,RC.TG.RME-RMSP,RC.USC-D03,RC.USC-J10,RC.USC-L21
2005-10-01 00:00:00+00:00,0.935391834819,0.922112081657,0.930143989983,0.979761778156,0.905401264126,0.906512384049,0.859256240448,0.9145636516700001,0.930545030603,1.0,0.925531330158,,0.9146798227949999,0.948907609702,0.9540599455040001,0.928623473809,0.91454095657,0.882843052431,0.9097345913060001
2005-10-01 01:00:00+00:00,0.935391834819,0.922112081657,0.930143989983,0.979761778156,0.905401264126,0.906512384049,0.859256240448,0.9145636516700001,0.930545030603,1.0,0.925531330158,,0.9146798227949999,0.948907609702,0.9540599455040001,0.928623473809,0.91454095657,0.882843052431,0.9097345913060001
2005-10-01 02:00:00+00:00,0.935391834819,0.922112081657,0.930143989983,0.979761778156,0.905401264126,0.906512384049,0.859256240448,0.9145636516700001,0.930545030603,1.0,0.925531330158,,0.9146798227949999,0.948907609702,0.9540599455040001,0.928623473809,0.91454095657,0.882843052431,0.9097345913060001
2005-10-01 03:00:00+00:00,0.935391834819,0.922112081657,0.930143989983,0.979761778156,0.905401264126,0.906512384049,0.859256240448,0.9145636516700001,0.930545030603,1.0,0.925531330158,,0.9146798227949999,0.948907609702,0.9540599455040001,0.928623473809,0.91454095657,0.882843052431,0.9097345913060001
2005-10-01 04:00:00+00:00,0.935391834819,0.922112081657,0.930143989983,0.979761778156,0.905401264126,0.906512384049,0.859256240448,0.9145636516700001,0.930545030603,1.0,0.925531330158,,0.9146798227949999,0.948907609702,0.9540599455040001,0.928623473809,0.91454095657,0.882843052431,0.9097345913060001
2005-10-01 05:00:00+00:00,0.935391834819,0.922112081657,0.930143989983,0.979761778156,0.905401264126,0.906512384049,0.859256240448,0.9145636516700001,0.930545030603,1.0,0.925531330158,,0.9146798227949999,0.948907609702,0.9540599455040001,0.928623473809,0.91454095657,0.882843052431,0.9097345913060001
2005-10-01 06:00:00+00:00,0.935391834819,0.922112081657,0.930143989983,0.979761778156,0.905401264126,0.906512384049,0.859256240448,0.9145636516700001,0.930545030603,1.0,0.925531330158,,0.9146798227949999,0.948907609702,0.9540599455040001,0.928623473809,0.91454095657,0.882843052431,0.9097345913060001
2005-10-01 07:00:00+00:00,0.935391834819,0.922112081657,0.930143989983,0.979761778156,0.905401264126,0.906512384049,0.859256240448,0.9145636516700001,0.930545030603,1.0,0.925531330158,,0.9146798227949999,0.948907609702,0.9540599455040001,0.928623473809,0.91454095657,0.882843052431,0.9097345913060001
2005-10-01 08:00:00+00:00,0.935391834819,0.922112081657,0.930143989983,0.979761778156,0.905401264126,0.906512384049,0.859256240448,0.9145636516700001,0.930545030603,1.0,0.925531330158,,0.9146798227949999,0.948907609702,0.9540599455040001,0.928623473809,0.91454095657,0.882843052431,0.9097345913060001
2005-10-01 09:00:00+00:00,0.935391834819,0.922112081657,0.930143989983,0.979761778156,0.905401264126,0.906512384049,0.859256240448,0.9145636516700001,0.930545030603,1.0,0.925531330158,,0.9146798227949999,0.948907609702,0.9540599455040001,0.928623473809,0.91454095657,0.882843052431,0.9097345913060001
2005-10-01 10:00:00+00:00,0.935391834819,0.922112081657,0.930143989983,0.979761778156,0.905401264126,0.906512384049,0.859256240448,0.9145636516700001,0.930545030603,1.0,0.925531330158,,0.9146798227949999,0.948907609702,0.9540599455040001,0.928623473809,0.91454095657,0.882843052431,0.9097345913060001
2005-10-01 11:00:00+00:00,0.40876583763499996,0.47527725978999996,0.335027128548,0.406242688504,0.36944072016900004,0.314688725256,0.35238920020400005,0.275390515387,0.453541241621,0.419462514664,0.448625870282,,0.40025171163900003,0.36568228105899997,0.363923705722,0.27955888144900004,0.351154480484,0.34049143450400005,0.37459659642
2005-10-01 12:00:00+00:00,0.40876583763499996,0.47527725978999996,0.335027128548,0.406242688504,0.36944072016900004,0.314688725256,0.35238920020400005,0.275390515387,0.453541241621,0.419462514664,0.448625870282,,0.40025171163900003,0.36568228105899997,0.363923705722,0.27955888144900004,0.351154480484,0.34049143450400005,0.37459659642
2005-10-01 13:00:00+00:00,0.40876583763499996,0.47527725978999996,0.335027128548,0.406242688504,0.36944072016900004,0.314688725256,0.35238920020400005,0.275390515387,0.453541241621,0.419462514664,0.448625870282,,0.40025171163900003,0.36568228105899997,0.363923705722,0.27955888144900004,0.351154480484,0.34049143450400005,0.37459659642
2005-10-01 14:00:00+00:00,0.40876583763499996,0.47527725978999996,0.335027128548,0.406242688504,0.36944072016900004,0.314688725256,0.35238920020400005,0.275390515387,0.453541241621,0.419462514664,0.448625870282,,0.40025171163900003,0.36568228105899997,0.363923705722,0.27955888144900004,0.351154480484,0.34049143450400005,0.37459659642
2005-10-01 15:00:00+00:00,0.40876583763499996,0.47527725978999996,0.335027128548,0.406242688504,0.36944072016900004,0.314688725256,0.35238920020400005,0.275390515387,0.453541241621,0.419462514664,0.448625870282,,0.40025171163900003,0.36568228105899997,0.363923705722,0.27955888144900004,0.351154480484,0.34049143450400005,0.37459659642
2005-10-01 16:00:00+00:00,0.40876583763499996,0.47527725978999996,0.335027128548,0.406242688504,0.36944072016900004,0.314688725256,0.35238920020400005,0.275390515387,0.453541241621,0.419462514664,0.448625870282,,0.40025171163900003,0.36568228105899997,0.363923705722,0.27955888144900004,0.351154480484,0.34049143450400005,0.37459659642
2005-10-01 17:00:00+00:00,0.40876583763499996,0.47527725978999996,0.335027128548,0.406242688504,0.36944072016900004,0.314688725256,0.35238920020400005,0.275390515387,0.453541241621,0.419462514664,0.448625870282,,0.40025171163900003,0.36568228105899997,0.363923705722,0.27955888144900004,0.351154480484,0.34049143450400005,0.37459659642
2005-10-01 18:00:00+00:00,0.40876583763499996,0.47527725978999996,0.335027128548,0.406242688504,0.36944072016900004,0.314688725256,0.35238920020400005,0.275390515387,0.453541241621,0.419462514664,0.448625870282,,0.40025171163900003,0.36568228105899997,0.363923705722,0.27955888144900004,0.351154480484,0.34049143450400005,0.37459659642
