date_time,RC-095B,RC-128,RC.LSC-127,RC.SC-012,RC.SC-031,RC.TG-145,RC.TG-167,RC.TG-167B,RC.TG-174,RC.TG.DC-144,RC.TG.DC-163,RC.TG.DC.JD-124,RC.TG.DC.JD-124B,RC.TG.DC.JD-125,RC.TG.RME-166B,RC.TG.RME-176,RC.TG.RME-RMSP,RC.USC-J10,RC.USC-L21
2005-10-01 16:00:00+00:00,848.9282088867999,793.9768114797514,855.3733106094361,938.2918853702663,825.2925399555792,848.595786651424,822.4194330647853,783.3577534408357,803.3533711336228,849.5483056424649,779.9216738982077,825.2705398901937,,866.2839683491388,766.0623068867851,750.6039354291486,781.3012546529088,796.2789712400959,769.3806804516997
2005-10-01 17:00:00+00:00,870.2689764444517,779.1369601526108,882.6520765048251,902.6442517370211,830.1075078568725,876.2360545690514,801.438226717668,799.7353422377561,813.8312789398806,869.069958443122,769.4208029742232,845.6702959801614,,891.0691429091606,758.6092671283358,749.8125532745496,785.791442785478,808.1536010752883,771.3455979817139
2005-10-01 18:00:00+00:00,812.3798050424748,725.7676083152136,848.3906002138524,818.5327711974522,736.1748579611206,841.0354149059327,685.4289647411181,746.7139845365242,768.1935820105493,816.5719100899003,698.2895800819832,793.4238520938077,,859.1185963260112,718.5099391537071,688.3696328393096,739.2468518125702,795.8106331354437,725.7676083152136
2005-10-01 19:00:00+00:00,701.7512237064785,619.5930800201885,749.8125532745496,736.1748579611206,637.8056985368689,737.580567113803,615.1125877357782,628.6409368882071,656.4911413790269,691.7884410704518,610.2072697609784,670.8218470795988,,758.3580037440454,619.5930800201885,589.3464033338679,637.8056985368689,680.5289323549428,619.5930800201885
2005-10-01 20:00:00+00:00,632.8919119579201,566.4737735776966,681.4164109223524,680.5289323549428,610.2072697609784,679.3075694512096,600.2314346347002,595.2993915722197,590.4042663042244,638.7393935645961,533.5353322624045,619.5930800201885,,701.7166300033722,571.1880001500632,542.4893119559694,600.2314346347002,610.2072697609784,571.1880001500632
2005-10-01 21:00:00+00:00,632.8919119579201,557.1514315773561,671.7203985194823,675.6599496582871,610.2072697609784,637.8056985368689,595.2993915722197,585.5458102896797,547.9689966969586,633.2086230712853,503.24599069294067,619.5930800201885,,657.4054229325918,557.1514315773561,520.356532888178,575.9379220906027,600.2314346347002,552.5428420569726
2005-10-01 22:00:00+00:00,630.5946590009528,552.5428420569726,660.1130838542272,670.8218470795988,605.2006436618913,636.0080048803725,575.9379220906027,575.9379220906027,543.4296496530371,628.6409368882071,503.24599069294067,615.1125877357782,,654.6252436410136,534.453534131454,507.4748885476944,557.1514315773561,585.5458102896797,547.9689966969586
2005-10-01 23:00:00+00:00,626.0866291238947,534.453534131454,650.6972108594239,666.0144615207541,605.2006436618913,640.6177819951661,571.1880001500632,566.4737735776966,538.9245728511927,622.3545335146738,507.4748885476944,610.2072697609784,,672.3043637752078,520.356532888178,499.0492295800496,543.4296496530371,575.9379220906027,543.4296496530371
2005-10-02 00:00:00+00:00,632.7438160631068,543.4296496530371,655.8421980647811,680.5289323549428,605.2006436618913,645.2571361363453,580.7237757516671,566.4737735776966,538.9245728511927,625.0495967309996,516.0299321738597,619.5930800201885,,686.3107333848128,520.356532888178,494.8843660962722,543.4296496530371,575.9379220906027,543.4296496530371
2005-10-02 01:00:00+00:00,638.675491856928,547.9689966969586,655.9689981971043,685.4289647411181,600.2314346347002,642.0350068896684,580.7237757516671,566.4737735776966,538.9245728511927,625.0495967309996,520.356532888178,617.8614577268388,,679.7880057389649,524.7161447412583,499.0492295800496,543.4296496530371,580.7237757516671,552.5428420569726
2005-10-02 02:00:00+00:00,634.1394150530352,547.9689966969586,651.2948719743973,681.4164109223524,605.2006436618913,648.9386024772248,571.1880001500632,566.4737735776966,543.4296496530371,621.2051020652019,529.1090038872229,605.3794200995418,,686.8711421066622,529.1090038872229,503.24599069294067,547.9689966969586,580.7237757516671,552.5428420569726
2005-10-02 03:00:00+00:00,622.799378839983,552.5428420569726,650.5497964837942,686.3107333848128,600.2314346347002,653.3077604579553,557.1514315773561,552.5428420569726,543.4296496530371,623.1593706940196,524.7161447412583,607.8802645610432,,689.0888434007144,524.7161447412583,503.24599069294067,538.9245728511927,580.7237757516671,552.5428420569726
2005-10-02 04:00:00+00:00,634.1394150530352,534.453534131454,629.6318909265647,679.3075694512096,600.2314346347002,643.9889588019198,552.5428420569726,543.4296496530371,543.4296496530371,620.5444626870475,520.356532888178,607.2012302372834,,665.4064389069547,520.356532888178,499.0492295800496,538.9245728511927,571.1880001500632,543.4296496530371
2005-10-02 05:00:00+00:00,614.4205833898319,516.9051701711536,610.4478984354088,664.1136350064309,590.4042663042244,641.8769441208306,534.453534131454,538.9245728511927,538.9245728511927,602.810347713105,516.0299321738597,600.2314346347002,,651.2948719743973,516.0299321738597,494.8843660962722,538.9245728511927,547.9689966969586,525.6126544196061
2005-10-02 06:00:00+00:00,593.7097966264727,508.3292786313176,591.0377469369224,624.1024765401751,585.5458102896797,614.950985256454,525.6126544196061,534.453534131454,530.0163027136291,578.5961922389205,507.4748885476944,575.9379220906027,,621.5633550849258,507.4748885476944,486.6495117746572,525.6126544196061,525.6126544196061,516.9051701711536
2005-10-02 07:00:00+00:00,583.6150101577297,499.88319326150116,570.0256439589623,633.2086230712853,585.5458102896797,605.9154060067438,487.45360099355565,530.0163027136291,521.24235070987,559.7642510413307,499.0492295800496,561.7949961678921,,601.5481843692409,503.24599069294067,482.57906963246523,521.24235070987,507.4748885476944,504.0901260328706
2005-10-02 08:00:00+00:00,603.6633782622603,534.453534131454,565.340440273323,654.6252436410136,605.2006436618913,603.4952859233016,538.9245728511927,566.4737735776966,521.24235070987,588.8840239856364,499.0492295800496,568.8886035993795,,619.2813462905498,494.8843660962722,470.55317884180397,516.9051701711536,514.1158287959867,543.4296496530371
2005-10-02 09:00:00+00:00,642.9556635798324,566.4737735776966,627.2397274273592,665.1689228952957,636.7964259198676,626.9332921692446,575.9379220906027,566.7880829831607,552.5428420569726,614.5548747660749,511.73612339916673,590.3232222315684,,667.6847540191428,499.0492295800496,473.7059519008461,524.7161447412583,558.6598009054686,561.7949961678921
2005-10-02 10:00:00+00:00,630.8816980544877,547.9689966969586,649.1649655519398,711.7563081670343,619.1861270022623,660.5228122211347,610.2072697609784,584.3569510162322,594.8093435241526,625.1217939106334,570.1785483624168,602.2726826953748,,666.5925849687675,533.5353322624045,516.0299321738597,579.6903577711332,584.5002292718676,552.5428420569726
2005-10-02 11:00:00+00:00,679.1470196324705,571.1880001500632,665.0431004805547,727.2292563515828,639.6971947912652,673.461359318087,651.7748787074428,616.2790105632819,612.7333157142092,631.7319996679386,615.1125877357782,625.1217939106334,,677.4675491005545,560.8090412443801,547.0174189060041,602.810347713105,608.9614677247492,571.1880001500632
2005-10-02 12:00:00+00:00,680.6830440088697,600.2314346347002,667.9567548939141,730.4946029560953,655.9848385634696,691.6711983727472,713.4068526725188,660.5228122211347,628.630707786872,691.6791537522396,637.8056985368689,630.8816980544877,,693.1879919468265,589.3464033338679,579.6903577711332,621.2051020652019,644.3032252225884,600.2314346347002
2005-10-02 13:00:00+00:00,686.9077050472519,619.5930800201885,720.758152110854,738.2422371375512,677.1186452216074,698.9026065645093,714.0896332842498,708.8998719971307,649.8644232045657,711.0181864958962,647.088662448365,682.7512340141914,,731.9599911922714,608.9614677247492,617.8614577268388,655.195613054416,676.4390571388444,610.2072697609784
2005-10-02 14:00:00+00:00,720.8298472985127,695.322854755571,735.5434165727166,786.4206412420255,701.2207906340811,725.792285868815,711.2522699914748,705.5914014697647,701.2232455611662,738.2422371375512,655.3901704991698,724.8832533039555,,749.8020876174954,638.7393935645961,652.6941849932329,657.1793401758002,674.8077658273428,637.8056985368689
2005-10-02 15:00:00+00:00,720.8696416860353,710.4008485321094,714.8638219285347,766.1140394720774,698.3631593415381,744.7205134192203,747.9714650277855,713.8924686315984,708.8998719971307,744.1668181478384,692.0043647284125,718.5348676674402,,760.0571066828841,679.3075694512096,667.5099256451102,686.6701589750471,703.2940124829124,683.4566215646176
2005-10-02 16:00:00+00:00,714.8638219285347,719.5170806164365,730.7848501771837,730.8413630096259,697.4135245043933,753.1883684584295,745.1477965282512,729.0572158065245,687.7438089170649,735.7833971913707,664.575435555763,718.8720860036453,,755.8131725300043,704.3693668597672,686.976878235512,699.186216971775,718.9161022998378,703.9946008299686
2005-10-02 17:00:00+00:00,715.368576757379,706.7278478458355,735.8077207193879,760.3693093788721,700.0273358550944,730.571219415793,721.4513748429613,724.1876970241836,711.1961849891537,747.5870664163336,681.6477510799889,728.6292570177742,,744.7205134192203,704.3693668597672,679.5097455115582,679.382186433392,710.2488758261948,698.9946069056581
2005-10-02 18:00:00+00:00,706.1217079683375,694.0260858200598,733.9561318981941,748.5208866846739,688.98921766754,740.2380833388214,718.5099391537071,701.9111436841665,709.0262149934047,742.5633159464508,669.6494303888146,715.5527036836701,,756.3052252832747,662.7457936523375,646.0340467298053,687.0975471604341,709.0146541725218,684.1827334672098
2005-10-02 19:00:00+00:00,696.0282856850251,680.5289323549428,724.8832533039555,738.8487793241671,677.8491590476964,729.9469951119486,700.31706125272,681.9847993470438,673.7236495215977,737.3231819554571,645.2571361363453,710.2488758261948,,754.502703255623,641.400503983409,614.2123824952453,655.3901704991698,692.0043647284125,666.9183666875723
2005-10-02 20:00:00+00:00,691.4904251923448,666.0144615207541,727.2755837499693,701.9111436841665,669.3097607886314,727.0005771025806,690.3602171521741,669.6494303888146,656.4911413790269,737.4658222462294,624.1024765401751,711.7563081670343,,769.0834625999249,631.4276476342533,599.148642997071,636.0080048803725,679.3075694512096,666.0144615207541
2005-10-02 21:00:00+00:00,684.1707815578203,647.088662448365,723.3911993780138,683.4566215646176,660.4485426008257,711.7563081670343,666.0144615207541,653.3077604579553,637.8056985368689,719.5170806164365,615.1125877357782,709.3782764081205,,749.2257390346408,620.5444626870475,594.2291260127605,636.0080048803725,676.5530259763708,651.7748787074428
2005-10-02 22:00:00+00:00,684.3971558805529,642.4323219732278,705.2656356902904,693.3138973191168,672.5613399735237,653.3077604579553,657.4054229325918,635.1314113014217,630.2314816368789,658.2515378396698,594.8093435241526,648.915574889365,,686.976878235512,603.8863811232752,578.2058310052032,612.2934569093595,655.8421980647811,645.2571361363453
2005-10-02 23:00:00+00:00,679.382186433392,661.2376134694854,698.3475487713351,700.31706125272,660.5567037288487,648.6335371736444,674.4631890060908,629.6318909265647,610.0317688145337,626.9332921692446,582.3797807756406,621.3116307971867,,665.4064389069547,601.3373455305599,561.2690116713871,610.5367661783762,658.2515378396698,643.9889588019198
2005-10-03 00:00:00+00:00,675.9277677880693,653.3077604579553,695.3918399766713,734.013583620787,653.1908301799409,662.7457936523375,681.9847993470438,628.630707786872,601.0122440127442,652.4565089535738,598.8654572275876,639.2284514294191,,687.0975471604341,599.3829629634853,554.0411538867999,613.6484163115202,667.7062117623321,637.4489421121133
2005-10-03 01:00:00+00:00,683.906713601588,639.3607467415213,699.0072492275299,755.9031813586122,670.0577968767997,706.9114423124125,681.9847993470438,588.8998761098745,609.644771950798,668.759163771476,611.8841088696031,633.1362163042191,,714.4200367646994,593.1422929191996,528.4453629829399,596.7366941359992,651.3523235658929,621.3116307971867
2005-10-03 02:00:00+00:00,688.98921766754,643.9889588019198,699.0072492275299,766.5114867355211,669.6494303888146,715.5527036836701,670.0758448111721,635.9307136401251,639.3738687685858,701.2232455611662,617.8614577268388,681.6477510799889,,734.1750293912515,612.4760228942778,571.7647573661783,623.7403758904775,654.2691061086492,628.2278157138653
2005-10-03 03:00:00+00:00,702.1778735264093,651.1575083330633,702.1778735264093,782.3158317487938,688.3696328393096,718.3198781251731,674.8807976368154,653.5687925054203,661.2376134694854,706.1941430857378,647.088662448365,694.1235004269522,,737.5346170667307,626.8765428794828,599.148642997071,647.088662448365,665.4064389069547,637.2885441064905
2005-10-03 04:00:00+00:00,706.1311851167533,662.1467635519837,730.7278065821088,793.9768114797514,703.9946008299686,739.3245958667031,668.9033566054733,662.7457936523375,651.7748787074428,721.887378484213,628.6409368882071,701.7512237064785,,756.518174436752,631.4276476342533,604.1052028829155,649.9262362261928,674.6993675864128,651.1575083330633
2005-10-03 05:00:00+00:00,722.1309660563028,647.088662448365,732.3892213587344,799.0299973310811,710.4008485321094,735.6350652009369,651.7748787074428,659.3543232573265,637.8056985368689,716.8454091320746,615.1125877357782,703.9946008299686,,742.5633159464508,624.1024765401751,589.3464033338679,642.4323219732278,681.9847993470438,645.2571361363453
2005-10-03 06:00:00+00:00,695.3918399766713,619.5930800201885,739.8898855699614,757.3864101528841,675.6599496582871,729.7339727994001,619.5930800201885,628.6409368882071,615.1125877357782,695.322854755571,585.5458102896797,680.5289323549428,,750.1149899751188,595.2993915722197,571.1880001500632,615.1125877357782,670.8218470795988,619.5930800201885
2005-10-03 07:00:00+00:00,672.042568279717,580.7237757516671,684.6426231697008,720.6129755555885,633.2086230712853,676.8300881282464,590.4042663042244,595.2993915722197,580.7237757516671,666.0144615207541,557.1514315773561,642.4323219732278,,695.3918399766713,557.1514315773561,534.453534131454,575.9379220906027,633.2086230712853,580.7237757516671
2005-10-03 08:00:00+00:00,643.9416930597031,557.1514315773561,662.9639495374514,681.9847993470438,613.3971551290457,670.1700724212418,595.2993915722197,585.5458102896797,561.7949961678921,636.0080048803725,538.9245728511927,622.3545335146738,,676.8300881282464,538.9245728511927,516.9051701711536,557.1514315773561,605.2006436618913,561.7949961678921
2005-10-03 09:00:00+00:00,669.3097607886314,557.1514315773561,661.7894334490163,714.0407841698103,631.4276476342533,672.042568279717,605.2006436618913,595.2993915722197,566.4737735776966,649.9262362261928,543.4296496530371,636.0080048803725,,677.964818522219,543.4296496530371,511.73612339916673,566.4737735776966,619.5930800201885,561.7949961678921
2005-10-03 10:00:00+00:00,651.2679361144649,571.1880001500632,645.6808093254987,718.9161022998378,610.3106982161305,650.239300480484,605.2006436618913,593.1593042015122,575.9379220906027,651.0966367731007,537.9953583391955,632.8919119579201,,671.2604907056481,543.4296496530371,516.0299321738597,571.1880001500632,632.2216509934988,575.9379220906027
2005-10-03 11:00:00+00:00,639.1827652171514,590.4042663042244,606.1152384390655,679.382186433392,610.0317688145337,614.2236942446254,617.1016713312105,579.9025643024389,571.1880001500632,634.3914750200174,551.5799225751358,602.2726826953748,,648.7608464417989,552.5428420569726,524.7161447412583,585.5458102896797,593.7097966264727,569.1093113127781
2005-10-03 12:00:00+00:00,636.2540490404201,588.6134186330099,596.9492890921182,670.5501791066647,615.3851073599725,617.4927272899557,613.6484163115202,580.6140953040465,610.2072697609784,626.6550009281299,575.9379220906027,607.726806627928,,633.0983454728113,569.1093113127781,556.1770515640522,624.1024765401751,584.0711797591424,561.6922140063064
2005-10-03 13:00:00+00:00,596.9216990299383,573.5618901548869,581.7179845984498,622.8245315466407,595.7090584472825,599.0600716693973,638.675491856928,575.6136644929976,624.1024765401751,619.8815588560698,579.6903577711332,577.0873531360628,,610.7030551268742,579.6968989986487,579.6903577711332,649.9262362261928,575.6136644929976,555.43957797275
2005-10-03 14:00:00+00:00,611.6301099148483,590.3232222315684,602.220424545036,608.0492290428738,605.7279466436215,651.745164366541,600.5656756975175,617.7273184998852,642.4323219732278,631.9644309020497,616.0681301405115,610.2427437921465,,633.6121836482045,576.2215688507247,593.0966423316453,664.8661154090073,590.7613782504244,566.1123081717577
2005-10-03 15:00:00+00:00,620.1390151228807,628.3637580152026,593.9441238423086,699.8794485273042,663.6125618429959,612.2454378151932,614.7342216120027,567.5026211263471,654.6252436410136,646.6409068100635,596.659227702076,609.0930446621113,,640.7376022612144,569.4380198692425,586.6563264599042,609.644771950798,593.3433683494012,581.0675663714427
2005-10-03 16:00:00+00:00,657.1793401758002,595.2993915722197,682.6543601417452,686.6701589750471,641.3455379361051,679.5874949633987,615.1125877357782,599.148642997071,605.2006436618913,651.1575083330633,570.1785483624168,655.3901704991698,,720.3088347509938,569.1093113127781,550.5591069596503,587.044641666825,623.8643225824154,589.3464033338679
2005-10-03 17:00:00+00:00,674.8077658273428,566.4737735776966,684.5823181873817,690.2978769931517,645.9331610184344,701.7166300033722,664.1136350064309,617.8614577268388,624.1024765401751,671.7203985194823,605.2006436618913,660.1130838542272,,732.3887406859917,574.916543532513,560.8090412443801,599.148642997071,615.1125877357782,571.1880001500632
2005-10-03 18:00:00+00:00,720.3088347509938,595.2993915722197,715.26321599479,657.9355464516551,591.5090434963668,719.4927822596953,609.7817267669782,614.950985256454,651.7748787074428,711.9432237381018,599.148642997071,684.3504602928155,,734.461930830385,609.7817267669782,608.9614677247492,603.4952859233016,634.1469015413197,600.2314346347002
2005-10-03 19:00:00+00:00,657.1793401758002,580.7237757516671,651.3523235658929,665.4064389069547,606.0731774507816,679.716241040093,565.4761255959826,546.0084135723582,585.5458102896797,655.3901704991698,537.9953583391955,653.3077604579553,,724.6343935458208,549.4795765771804,542.4893119559694,540.4369045701378,590.9224791762348,580.7237757516671
2005-10-03 20:00:00+00:00,629.9187317537618,557.1514315773561,631.4178226946957,643.3613310727019,610.3106982161305,630.2314816368789,537.009627214432,519.4159867683575,543.4296496530371,623.6665764840446,538.9245728511927,601.5481843692409,,672.3043637752078,508.8156392319941,499.0492295800496,515.1004113562242,578.2058310052032,566.4737735776966
2005-10-03 21:00:00+00:00,571.5454157214716,538.9245728511927,596.323202592898,621.5633550849258,609.7817267669782,607.8802645610432,511.73612339916673,468.8722224017838,499.88319326150116,585.7989658767117,503.24599069294067,578.2058310052032,,628.1757249133975,494.00833312672415,470.55317884180397,486.6495117746572,534.2658833832327,547.9689966969586
2005-10-03 22:00:00+00:00,580.236110262734,538.9245728511927,568.3206872943762,661.7894334490163,597.4069558720512,579.6968989986487,522.756851084289,442.7985443994672,495.7082803879532,562.1239653134505,494.8843660962722,550.7326016043131,,593.0966423316453,479.88785480454766,470.55317884180397,431.6903823773922,518.6761938453935,543.4296496530371
2005-10-03 23:00:00+00:00,592.1440822853549,538.9245728511927,575.7603124064791,674.6993675864128,608.3386154273211,574.9406042641998,527.1267757109684,458.800987646104,495.7082803879532,568.8886035993795,490.7512023116435,556.7846022691335,,593.0966423316453,484.88671176531443,473.7059519008461,458.01470365734315,522.2013509940926,537.9953583391955
2005-10-04 00:00:00+00:00,612.3054619787048,534.453534131454,582.6146363719478,670.8218470795988,599.148642997071,580.9926049290202,524.7161447412583,439.0672045307127,483.37341089945403,570.2198557476063,490.7512023116435,564.2175471256667,,593.0966423316453,494.00833312672415,477.70453827088716,461.0470631738085,534.2059682385725,537.9953583391955
2005-10-04 01:00:00+00:00,609.2758466289781,525.6126544196061,576.2215688507247,642.4323219732278,571.1880001500632,549.4795765771804,516.0299321738597,432.41230180110216,495.7082803879532,521.6924520060023,461.89246877812684,557.1514315773561,,567.979452733455,498.1627027540555,469.73787623775786,435.36455577176173,528.0872950584994,534.453534131454
2005-10-04 02:00:00+00:00,573.35642614254,530.0163027136291,584.2771064362281,623.8643225824154,577.4404268565687,529.2938533566861,516.0299321738597,406.75237963052734,487.45360099355565,532.4853458125614,462.6883185346956,547.0174189060041,,541.4919957544828,489.8855389305433,458.01470365734315,436.0953819928595,543.8148104791945,538.9245728511927
2005-10-04 03:00:00+00:00,568.906029296004,512.6008925848683,592.7528612261343,621.607164961713,558.6598009054686,552.9003928485026,538.9245728511927,495.7082803879532,495.7082803879532,559.5814266586929,461.89246877812684,532.5610670248102,,558.6598009054686,499.0492295800496,474.53111520871283,483.37341089945403,535.9665726035141,525.6126544196061
2005-10-04 04:00:00+00:00,574.2599852178624,508.3292786313176,584.6134298440672,644.3032252225884,589.3464033338679,582.2245087682805,538.9245728511927,521.24235070987,516.9051701711536,559.5814266586929,470.55317884180397,528.1460916730772,,580.9926049290202,499.0492295800496,478.5396814003918,516.9051701711536,541.4919957544828,512.6008925848683
2005-10-04 05:00:00+00:00,578.3812577336755,508.3292786313176,595.3215802517583,655.3901704991698,589.3464033338679,605.9154060067438,538.9245728511927,530.0163027136291,516.9051701711536,584.3569510162322,490.7512023116435,569.1093113127781,,614.7342216120027,494.8843660962722,474.53111520871283,512.6008925848683,547.0174189060041,512.6008925848683
2005-10-04 06:00:00+00:00,589.4689194824231,504.0901260328706,588.8840239856364,662.1467635519837,590.4042663042244,597.4069558720512,534.453534131454,525.6126544196061,504.0901260328706,570.2198557476063,470.55317884180397,566.4737735776966,,610.3106982161305,490.7512023116435,470.55317884180397,512.6008925848683,538.9245728511927,504.0901260328706
2005-10-04 07:00:00+00:00,581.0675663714427,499.88319326150116,582.5519437932012,648.0128738118807,575.9379220906027,588.5014665288379,525.6126544196061,521.24235070987,491.5651586733336,570.2198557476063,470.55317884180397,571.1880001500632,,608.0939385833739,482.57906963246523,458.800987646104,499.88319326150116,538.9245728511927,504.0901260328706
2005-10-04 08:00:00+00:00,560.7977469402896,491.5651586733336,567.9332700192708,621.607164961713,563.3020790936241,573.5618901548869,524.7161447412583,512.6008925848683,499.0492295800496,554.9800089184472,465.8001210075685,556.1770515640522,,601.3373455305599,470.55317884180397,442.7985443994672,478.5396814003918,529.1090038872229,495.7082803879532
2005-10-04 09:00:00+00:00,565.2377386791827,495.7082803879532,582.3797807756406,622.799378839983,564.2175471256667,564.5823909770688,532.5610670248102,516.0299321738597,508.3292786313176,565.90359098253,477.70453827088716,557.4948122604295,,589.4689194824231,469.73787623775786,450.3480513597397,490.7512023116435,533.5353322624045,495.7082803879532
2005-10-04 10:00:00+00:00,572.8019461984147,508.3292786313176,595.2695187617715,604.8160735932912,577.7122012833938,568.906029296004,559.5814266586929,530.4411165182295,572.0632690550058,577.7122012833938,505.6050951013176,574.1742888326073,,600.55656439921,480.8370461585285,501.398029854676,498.1627027540555,546.0084135723582,508.3292786313176
2005-10-04 11:00:00+00:00,571.9735741426788,538.9245728511927,576.5613579435612,593.1790243023831,569.2842661518282,581.1127428248024,586.6563264599042,553.2040214642623,576.2215688507247,575.7603124064791,539.3231842661795,574.3109733186286,,614.5066041951245,495.1802269606465,530.4411165182295,533.7052396623395,563.8297190678197,528.1460916730772
